Electricity Pricing [£/kWh],6h Prediction Electricity Pricing [£/kWh],12h Prediction Electricity Pricing [£/kWh],24h Prediction Electricity Pricing [£/kWh]
0.2304,0.2138,0.2806,0.2371
0.2403,0.2116,0.2493,0.2359
0.2585,0.3498,0.227,0.2349
0.2668,0.35,0.2481,0.2514
0.2692,0.35,0.2414,0.2613
0.252,0.2866,0.2183,0.2303
0.2138,0.2806,0.2178,0.1891
0.2116,0.2493,0.2266,0.1836
0.3498,0.227,0.2199,0.3403
0.35,0.2481,0.2403,0.35
0.35,0.2414,0.2422,0.35
0.2866,0.2183,0.2433,0.2959
0.2806,0.2178,0.2371,0.282
0.2493,0.2266,0.2359,0.2495
0.227,0.2199,0.2349,0.2126
0.2481,0.2403,0.2514,0.2459
0.2414,0.2422,0.2613,0.2364
0.2183,0.2433,0.2303,0.2207
0.2178,0.2371,0.1891,0.226
0.2266,0.2359,0.1836,0.2205
0.2199,0.2349,0.3403,0.2205
0.2403,0.2514,0.35,0.2271
0.2422,0.2613,0.35,0.2545
0.2433,0.2303,0.2959,0.2742
0.2371,0.1891,0.282,0.3087
0.2359,0.1836,0.2495,0.3109
0.2349,0.3403,0.2126,0.3096
0.2514,0.35,0.2459,0.3065
0.2613,0.35,0.2364,0.3113
0.2303,0.2959,0.2207,0.2822
0.1891,0.282,0.226,0.2426
0.1836,0.2495,0.2205,0.2302
0.3403,0.2126,0.2205,0.35
0.35,0.2459,0.2271,0.35
0.35,0.2364,0.2545,0.35
0.2959,0.2207,0.2742,0.3131
0.282,0.226,0.3087,0.3021
0.2495,0.2205,0.3109,0.2686
0.2126,0.2205,0.3096,0.2172
0.2459,0.2271,0.3065,0.2403
0.2364,0.2545,0.3113,0.2403
0.2207,0.2742,0.2822,0.2277
0.226,0.3087,0.2426,0.2296
0.2205,0.3109,0.2302,0.2245
0.2205,0.3096,0.35,0.2251
0.2271,0.3065,0.35,0.2348
0.2545,0.3113,0.35,0.2452
0.2742,0.2822,0.3131,0.2878
0.3087,0.2426,0.3021,0.2897
0.3109,0.2302,0.2686,0.3173
0.3096,0.35,0.2172,0.2792
0.3065,0.35,0.2403,0.2945
0.3113,0.35,0.2403,0.3077
0.2822,0.3131,0.2277,0.2524
0.2426,0.3021,0.2296,0.228
0.2302,0.2686,0.2245,0.2264
0.35,0.2172,0.2251,0.35
0.35,0.2403,0.2348,0.35
0.35,0.2403,0.2452,0.35
0.3131,0.2277,0.2878,0.35
0.3021,0.2296,0.2897,0.35
0.2686,0.2245,0.3173,0.3055
0.2172,0.2251,0.2792,0.2227
0.2403,0.2348,0.2945,0.2449
0.2403,0.2452,0.3077,0.2421
0.2277,0.2878,0.2524,0.2353
0.2296,0.2897,0.228,0.2314
0.2245,0.3173,0.2264,0.2359
0.2251,0.2792,0.35,0.2359
0.2348,0.2945,0.35,0.2575
0.2452,0.3077,0.35,0.258
0.2878,0.2524,0.35,0.2986
0.2897,0.228,0.35,0.3497
0.3173,0.2264,0.3055,0.35
0.2792,0.35,0.2227,0.3497
0.2945,0.35,0.2449,0.3462
0.3077,0.35,0.2421,0.35
0.2524,0.35,0.2353,0.3484
0.228,0.35,0.2314,0.3087
0.2264,0.3055,0.2359,0.3175
0.35,0.2227,0.2359,0.35
0.35,0.2449,0.2575,0.35
0.35,0.2421,0.258,0.35
0.35,0.2353,0.2986,0.35
0.35,0.2314,0.3497,0.35
0.3055,0.2359,0.35,0.3359
0.2227,0.2359,0.3497,0.2517
0.2449,0.2575,0.3462,0.2392
0.2421,0.258,0.35,0.2406
0.2353,0.2986,0.3484,0.2381
0.2314,0.3497,0.3087,0.2312
0.2359,0.35,0.3175,0.2254
0.2359,0.3497,0.35,0.2236
0.2575,0.3462,0.35,0.2675
0.258,0.35,0.35,0.269
0.2986,0.3484,0.35,0.3417
0.3497,0.3087,0.35,0.35
0.35,0.3175,0.3359,0.35
0.3497,0.35,0.2517,0.35
0.3462,0.35,0.2392,0.35
0.35,0.35,0.2406,0.35
0.3484,0.35,0.2381,0.35
0.3087,0.35,0.2312,0.35
0.3175,0.3359,0.2254,0.347
0.35,0.2517,0.2236,0.35
0.35,0.2392,0.2675,0.35
0.35,0.2406,0.269,0.35
0.35,0.2381,0.3417,0.35
0.35,0.2312,0.35,0.35
0.3359,0.2254,0.35,0.343
0.2517,0.2236,0.35,0.2454
0.2392,0.2675,0.35,0.2723
0.2406,0.269,0.35,0.2569
0.2381,0.3417,0.35,0.2536
0.2312,0.35,0.35,0.2514
0.2254,0.35,0.347,0.249
0.2236,0.35,0.35,0.2496
0.2675,0.35,0.35,0.2533
0.269,0.35,0.35,0.258
0.3417,0.35,0.35,0.2745
0.35,0.35,0.35,0.2854
0.35,0.347,0.343,0.3259
0.35,0.35,0.2454,0.2973
0.35,0.35,0.2723,0.3153
0.35,0.35,0.2569,0.2936
0.35,0.35,0.2536,0.2426
0.35,0.35,0.2514,0.2536
0.347,0.343,0.249,0.2535
0.35,0.2454,0.2496,0.35
0.35,0.2723,0.2533,0.35
0.35,0.2569,0.258,0.35
0.35,0.2536,0.2745,0.35
0.35,0.2514,0.2854,0.35
0.343,0.249,0.3259,0.2953
0.2454,0.2496,0.2973,0.2492
0.2723,0.2533,0.3153,0.2697
0.2569,0.258,0.2936,0.2587
0.2536,0.2745,0.2426,0.2537
0.2514,0.2854,0.2536,0.2619
0.249,0.3259,0.2535,0.2477
0.2496,0.2973,0.35,0.258
0.2533,0.3153,0.35,0.2561
0.258,0.2936,0.35,0.249
0.2745,0.2426,0.35,0.2348
0.2854,0.2536,0.35,0.2866
0.3259,0.2535,0.2953,0.3014
0.2973,0.35,0.2492,0.3182
0.3153,0.35,0.2697,0.286
0.2936,0.35,0.2587,0.2868
0.2426,0.35,0.2537,0.2427
0.2536,0.35,0.2619,0.233
0.2535,0.2953,0.2477,0.2337
0.35,0.2492,0.258,0.35
0.35,0.2697,0.2561,0.35
0.35,0.2587,0.249,0.35
0.35,0.2537,0.2348,0.35
0.35,0.2619,0.2866,0.35
0.2953,0.2477,0.3014,0.2933
0.2492,0.258,0.3182,0.237
0.2697,0.2561,0.286,0.2526
0.2587,0.249,0.2868,0.2573
0.2537,0.2348,0.2427,0.2479
0.2619,0.2866,0.233,0.2314
0.2477,0.3014,0.2337,0.2188
0.258,0.3182,0.35,0.2407
0.2561,0.286,0.35,0.2905
0.249,0.2868,0.35,0.35
0.2348,0.2427,0.35,0.35
0.2866,0.233,0.35,0.35
0.3014,0.2337,0.2933,0.35
0.3182,0.35,0.237,0.35
0.286,0.35,0.2526,0.35
0.2868,0.35,0.2573,0.35
0.2427,0.35,0.2479,0.35
0.233,0.35,0.2314,0.35
0.2337,0.2933,0.2188,0.35
0.35,0.237,0.2407,0.35
0.35,0.2526,0.2905,0.35
0.35,0.2573,0.35,0.35
0.35,0.2479,0.35,0.35
0.35,0.2314,0.35,0.35
0.2933,0.2188,0.35,0.35
0.237,0.2407,0.35,0.2843
0.2526,0.2905,0.35,0.2623
0.2573,0.35,0.35,0.2357
0.2479,0.35,0.35,0.2344
0.2314,0.35,0.35,0.2355
0.2188,0.35,0.35,0.2239
0.2407,0.35,0.35,0.2194
0.2905,0.35,0.35,0.2558
0.35,0.35,0.35,0.2913
0.35,0.35,0.35,0.35
0.35,0.35,0.35,0.35
0.35,0.35,0.35,0.35
0.35,0.35,0.2843,0.35
0.35,0.35,0.2623,0.35
0.35,0.35,0.2357,0.35
0.35,0.35,0.2344,0.35
0.35,0.35,0.2355,0.35
0.35,0.35,0.2239,0.35
0.35,0.2843,0.2194,0.35
0.35,0.2623,0.2558,0.35
0.35,0.2357,0.2913,0.35
0.35,0.2344,0.35,0.35
0.35,0.2355,0.35,0.35
0.35,0.2239,0.35,0.3238
0.2843,0.2194,0.35,0.2614
0.2623,0.2558,0.35,0.2634
0.2357,0.2913,0.35,0.2602
0.2344,0.35,0.35,0.2449
0.2355,0.35,0.35,0.2348
0.2239,0.35,0.35,0.2347
0.2194,0.35,0.35,0.2341
0.2558,0.35,0.35,0.2602
0.2913,0.35,0.35,0.2789
0.35,0.35,0.35,0.3349
0.35,0.35,0.35,0.35
0.35,0.35,0.3238,0.35
0.35,0.35,0.2614,0.3354
0.35,0.35,0.2634,0.3199
0.35,0.35,0.2602,0.302
0.35,0.35,0.2449,0.2833
0.35,0.35,0.2348,0.2698
0.35,0.3238,0.2347,0.292
0.35,0.2614,0.2341,0.35
0.35,0.2634,0.2602,0.35
0.35,0.2602,0.2789,0.35
0.35,0.2449,0.3349,0.35
0.35,0.2348,0.35,0.35
0.3238,0.2347,0.35,0.3087
0.2614,0.2341,0.3354,0.2756
0.2634,0.2602,0.3199,0.2474
0.2602,0.2789,0.302,0.237
0.2449,0.3349,0.2833,0.2337
0.2348,0.35,0.2698,0.231
0.2347,0.35,0.292,0.2337
0.2341,0.3354,0.35,0.2316
0.2602,0.3199,0.35,0.2535
0.2789,0.302,0.35,0.2724
0.3349,0.2833,0.35,0.3238
0.35,0.2698,0.35,0.35
0.35,0.292,0.3087,0.35
0.3354,0.35,0.2756,0.35
0.3199,0.35,0.2474,0.35
0.302,0.35,0.237,0.35
0.2833,0.35,0.2337,0.35
0.2698,0.35,0.231,0.35
0.292,0.3087,0.2337,0.35
0.35,0.2756,0.2316,0.35
0.35,0.2474,0.2535,0.35
0.35,0.237,0.2724,0.35
0.35,0.2337,0.3238,0.35
0.35,0.231,0.35,0.35
0.3087,0.2337,0.35,0.35
0.2756,0.2316,0.35,0.283
0.2474,0.2535,0.35,0.2625
0.237,0.2724,0.35,0.2521
0.2337,0.3238,0.35,0.2558
0.231,0.35,0.35,0.2525
0.2337,0.35,0.35,0.2424
0.2316,0.35,0.35,0.2535
0.2535,0.35,0.35,0.2681
0.2724,0.35,0.35,0.3131
0.3238,0.35,0.35,0.35
0.35,0.35,0.35,0.35
0.35,0.35,0.35,0.35
0.35,0.35,0.283,0.35
0.35,0.35,0.2625,0.35
0.35,0.35,0.2521,0.35
0.35,0.35,0.2558,0.35
0.35,0.35,0.2525,0.35
0.35,0.35,0.2424,0.35
0.35,0.283,0.2535,0.35
0.35,0.2625,0.2681,0.35
0.35,0.2521,0.3131,0.35
0.35,0.2558,0.35,0.35
0.35,0.2525,0.35,0.35
0.35,0.2424,0.35,0.3161
0.283,0.2535,0.35,0.2481
0.2625,0.2681,0.35,0.2938
0.2521,0.3131,0.35,0.2756
0.2558,0.35,0.35,0.269
0.2525,0.35,0.35,0.2618
0.2424,0.35,0.35,0.2575
0.2535,0.35,0.35,0.2539
0.2681,0.35,0.35,0.255
0.3131,0.35,0.35,0.257
0.35,0.35,0.35,0.2679
0.35,0.35,0.35,0.339
0.35,0.35,0.3161,0.35
0.35,0.35,0.2481,0.35
0.35,0.35,0.2938,0.35
0.35,0.35,0.2756,0.2944
0.35,0.35,0.269,0.2128
0.35,0.35,0.2618,0.2022
0.35,0.3161,0.2575,0.251
0.35,0.2481,0.2539,0.35
0.35,0.2938,0.255,0.35
0.35,0.2756,0.257,0.35
0.35,0.269,0.2679,0.35
0.35,0.2618,0.339,0.35
0.3161,0.2575,0.35,0.2683
0.2481,0.2539,0.35,0.2492
0.2938,0.255,0.35,0.3032
0.2756,0.257,0.2944,0.2897
0.269,0.2679,0.2128,0.2691
0.2618,0.339,0.2022,0.2717
0.2575,0.35,0.251,0.2612
0.2539,0.35,0.35,0.2617
0.255,0.35,0.35,0.2724
0.257,0.2944,0.35,0.2808
0.2679,0.2128,0.35,0.2591
0.339,0.2022,0.35,0.2675
0.35,0.251,0.2683,0.3198
0.35,0.35,0.2492,0.2888
0.35,0.35,0.3032,0.3308
0.2944,0.35,0.2897,0.35
0.2128,0.35,0.2691,0.339
0.2022,0.35,0.2717,0.3065
0.251,0.2683,0.2612,0.3171
0.35,0.2492,0.2617,0.35
0.35,0.3032,0.2724,0.35
0.35,0.2897,0.2808,0.35
0.35,0.2691,0.2591,0.35
0.35,0.2717,0.2675,0.3496
0.2683,0.2612,0.3198,0.3053
0.2492,0.2617,0.2888,0.2481
0.3032,0.2724,0.3308,0.2866
0.2897,0.2808,0.35,0.2635
0.2691,0.2591,0.339,0.2635
0.2717,0.2675,0.3065,0.2498
0.2612,0.3198,0.3171,0.2353
0.2617,0.2888,0.35,0.247
0.2724,0.3308,0.35,0.2933
0.2808,0.35,0.35,0.2769
0.2591,0.339,0.35,0.3385
0.2675,0.3065,0.3496,0.35
0.3198,0.3171,0.3053,0.35
0.2888,0.35,0.2481,0.35
0.3308,0.35,0.2866,0.35
0.35,0.35,0.2635,0.35
0.339,0.35,0.2635,0.35
0.3065,0.3496,0.2498,0.35
0.3171,0.3053,0.2353,0.35
0.35,0.2481,0.247,0.35
0.35,0.2866,0.2933,0.35
0.35,0.2635,0.2769,0.35
0.35,0.2635,0.3385,0.35
0.3496,0.2498,0.35,0.35
0.3053,0.2353,0.35,0.272
0.2481,0.247,0.35,0.2481
0.2866,0.2933,0.35,0.2586
0.2635,0.2769,0.35,0.2448
0.2635,0.3385,0.35,0.2488
0.2498,0.35,0.35,0.2492
0.2353,0.35,0.35,0.2448
0.247,0.35,0.35,0.2448
0.2933,0.35,0.35,0.3017
0.2769,0.35,0.35,0.3087
0.3385,0.35,0.35,0.3029
0.35,0.35,0.35,0.35
0.35,0.35,0.272,0.35
0.35,0.35,0.2481,0.35
0.35,0.35,0.2586,0.35
0.35,0.35,0.2448,0.35
0.35,0.35,0.2488,0.35
0.35,0.35,0.2492,0.35
0.35,0.272,0.2448,0.35
0.35,0.2481,0.2448,0.35
0.35,0.2586,0.3017,0.35
0.35,0.2448,0.3087,0.35
0.35,0.2488,0.3029,0.35
0.35,0.2492,0.35,0.35
0.272,0.2448,0.35,0.3073
0.2481,0.2448,0.35,0.245
0.2586,0.3017,0.35,0.2649
0.2448,0.3087,0.35,0.2712
0.2488,0.3029,0.35,0.2756
0.2492,0.35,0.35,0.2505
0.2448,0.35,0.35,0.2648
0.2448,0.35,0.35,0.2756
0.3017,0.35,0.35,0.2866
0.3087,0.35,0.35,0.3032
0.3029,0.35,0.35,0.3128
0.35,0.35,0.35,0.35
0.35,0.35,0.3073,0.35
0.35,0.35,0.245,0.35
0.35,0.35,0.2649,0.35
0.35,0.35,0.2712,0.35
0.35,0.35,0.2756,0.35
0.35,0.35,0.2505,0.35
0.35,0.3073,0.2648,0.35
0.35,0.245,0.2756,0.35
0.35,0.2649,0.2866,0.35
0.35,0.2712,0.3032,0.35
0.35,0.2756,0.3128,0.35
0.35,0.2505,0.35,0.35
0.3073,0.2648,0.35,0.35
0.245,0.2756,0.35,0.2865
0.2649,0.2866,0.35,0.3111
0.2712,0.3032,0.35,0.2987
0.2756,0.3128,0.35,0.2992
0.2505,0.35,0.35,0.2752
0.2648,0.35,0.35,0.2677
0.2756,0.35,0.35,0.2591
0.2866,0.35,0.35,0.3161
0.3032,0.35,0.35,0.3492
0.3128,0.35,0.35,0.35
0.35,0.35,0.35,0.35
0.35,0.35,0.35,0.35
0.35,0.35,0.2865,0.35
0.35,0.35,0.3111,0.35
0.35,0.35,0.2987,0.35
0.35,0.35,0.2992,0.35
0.35,0.35,0.2752,0.35
0.35,0.35,0.2677,0.35
0.35,0.2865,0.2591,0.35
0.35,0.3111,0.3161,0.35
0.35,0.2987,0.3492,0.35
0.35,0.2992,0.35,0.35
0.35,0.2752,0.35,0.35
0.35,0.2677,0.35,0.3497
0.2865,0.2591,0.35,0.2852
0.3111,0.3161,0.35,0.2878
0.2987,0.3492,0.35,0.2736
0.2992,0.35,0.35,0.2988
0.2752,0.35,0.35,0.2721
0.2677,0.35,0.35,0.2624
0.2591,0.35,0.35,0.2514
0.3161,0.35,0.35,0.289
0.3492,0.35,0.35,0.3153
0.35,0.35,0.35,0.3249
0.35,0.35,0.35,0.35
0.35,0.35,0.3497,0.3404
0.35,0.35,0.2852,0.3216
0.35,0.35,0.2878,0.2884
0.35,0.35,0.2736,0.2734
0.35,0.35,0.2988,0.2712
0.35,0.35,0.2721,0.2602
0.35,0.3497,0.2624,0.2606
0.35,0.2852,0.2514,0.35
0.35,0.2878,0.289,0.35
0.35,0.2736,0.3153,0.35
0.35,0.2988,0.3249,0.35
0.35,0.2721,0.35,0.35
0.3497,0.2624,0.3404,0.3249
0.2852,0.2514,0.3216,0.28
0.2878,0.289,0.2884,0.3087
0.2736,0.3153,0.2734,0.2789
0.2988,0.3249,0.2712,0.2787
0.2721,0.35,0.2602,0.28
0.2624,0.3404,0.2606,0.2756
0.2514,0.3216,0.35,0.2683
0.289,0.2884,0.35,0.2668
0.3153,0.2734,0.35,0.3087
0.3249,0.2712,0.35,0.2796
0.35,0.2602,0.35,0.3404
0.3404,0.2606,0.3249,0.35
0.3216,0.35,0.28,0.35
0.2884,0.35,0.3087,0.35
0.2734,0.35,0.2789,0.35
0.2712,0.35,0.2787,0.2745
0.2602,0.35,0.28,0.2686
0.2606,0.3249,0.2756,0.268
0.35,0.28,0.2683,0.35
0.35,0.3087,0.2668,0.35
0.35,0.2789,0.3087,0.35
0.35,0.2787,0.2796,0.35
0.35,0.28,0.3404,0.3106
0.3249,0.2756,0.35,0.3065
0.28,0.2683,0.35,0.2842
0.3087,0.2668,0.35,0.2724
0.2789,0.3087,0.35,0.2654
0.2787,0.2796,0.2745,0.2583
0.28,0.3404,0.2686,0.258
0.2756,0.35,0.268,0.2536
0.2683,0.35,0.35,0.2536
0.2668,0.35,0.35,0.2558
0.3087,0.35,0.35,0.258
0.2796,0.2745,0.35,0.2693
0.3404,0.2686,0.3106,0.2894
0.35,0.268,0.3065,0.3127
0.35,0.35,0.2842,0.3459
0.35,0.35,0.2724,0.3249
0.35,0.35,0.2654,0.3337
0.2745,0.35,0.2583,0.2992
0.2686,0.3106,0.258,0.2853
0.268,0.3065,0.2536,0.301
0.35,0.2842,0.2536,0.35
0.35,0.2724,0.2558,0.35
0.35,0.2654,0.258,0.35
0.35,0.2583,0.2693,0.35
0.3106,0.258,0.2894,0.3483
0.3065,0.2536,0.3127,0.3069
0.2842,0.2536,0.3459,0.2701
0.2724,0.2558,0.3249,0.2606
0.2654,0.258,0.3337,0.2432
0.2583,0.2693,0.2992,0.2495
0.258,0.2894,0.2853,0.2546
0.2536,0.3127,0.301,0.2315
0.2536,0.3459,0.35,0.2414
0.2558,0.3249,0.35,0.2934
0.258,0.3337,0.35,0.3084
0.2693,0.2992,0.35,0.347
0.2894,0.2853,0.3483,0.35
0.3127,0.301,0.3069,0.35
0.3459,0.35,0.2701,0.35
0.3249,0.35,0.2606,0.3437
0.3337,0.35,0.2432,0.3323
0.2992,0.35,0.2495,0.3195
0.2853,0.3483,0.2546,0.3282
0.301,0.3069,0.2315,0.3164
0.35,0.2701,0.2414,0.35
0.35,0.2606,0.2934,0.35
0.35,0.2432,0.3084,0.35
0.35,0.2495,0.347,0.35
0.3483,0.2546,0.35,0.35
0.3069,0.2315,0.35,0.319
0.2701,0.2414,0.35,0.2646
0.2606,0.2934,0.3437,0.3021
0.2432,0.3084,0.3323,0.2988
0.2495,0.347,0.3195,0.28
0.2546,0.35,0.3282,0.2745
0.2315,0.35,0.3164,0.2724
0.2414,0.35,0.35,0.2944
0.2934,0.3437,0.35,0.3008
0.3084,0.3323,0.35,0.3477
0.347,0.3195,0.35,0.35
0.35,0.3282,0.35,0.35
0.35,0.3164,0.319,0.35
0.35,0.35,0.2646,0.35
0.3437,0.35,0.3021,0.3492
0.3323,0.35,0.2988,0.3382
0.3195,0.35,0.28,0.3216
0.3282,0.35,0.2745,0.3131
0.3164,0.319,0.2724,0.3098
0.35,0.2646,0.2944,0.35
0.35,0.3021,0.3008,0.35
0.35,0.2988,0.3477,0.35
0.35,0.28,0.35,0.35
0.35,0.2745,0.35,0.3324
0.319,0.2724,0.35,0.3221
0.2646,0.2944,0.35,0.3129
0.3021,0.3008,0.3492,0.35
0.2988,0.3477,0.3382,0.3416
0.28,0.35,0.3216,0.3298
0.2745,0.35,0.3131,0.3301
0.2724,0.35,0.3098,0.3263
0.2944,0.35,0.35,0.3281
0.3008,0.3492,0.35,0.3244
0.3477,0.3382,0.35,0.35
0.35,0.3216,0.35,0.3426
0.35,0.3131,0.3324,0.35
0.35,0.3098,0.3221,0.35
0.35,0.35,0.3129,0.3488
0.3492,0.35,0.35,0.35
0.3382,0.35,0.3416,0.3217
0.3216,0.35,0.3298,0.3142
0.3131,0.3324,0.3301,0.2866
0.3098,0.3221,0.3263,0.3061
0.35,0.3129,0.3281,0.35
0.35,0.35,0.3244,0.35
0.35,0.3416,0.35,0.35
0.35,0.3298,0.3426,0.35
0.3324,0.3301,0.35,0.3355
0.3221,0.3263,0.35,0.33
0.3129,0.3281,0.3488,0.3205
0.35,0.3244,0.35,0.3469
0.3416,0.35,0.3217,0.3283
0.3298,0.3426,0.3142,0.187
0.3301,0.35,0.2866,0.1548
0.3263,0.35,0.3061,0.118
0.3281,0.3488,0.35,0.1619
0.3244,0.35,0.35,0.2327
0.35,0.3217,0.35,0.327
0.3426,0.3142,0.35,0.3393
0.35,0.2866,0.3355,0.3448
0.35,0.3061,0.33,0.3205
0.3488,0.35,0.3205,0.3049
0.35,0.35,0.3469,0.3274
0.3217,0.35,0.3283,0.3489
0.3142,0.35,0.187,0.3452
0.2866,0.3355,0.1548,0.3416
0.3061,0.33,0.118,0.3286
0.35,0.3205,0.1619,0.35
0.35,0.3469,0.2327,0.35
0.35,0.3283,0.327,0.35
0.35,0.187,0.3393,0.35
0.3355,0.1548,0.3448,0.35
0.33,0.118,0.3205,0.3481
0.3205,0.1619,0.3049,0.3293
0.3469,0.2327,0.3274,0.3459
0.3283,0.327,0.3489,0.35
0.187,0.3393,0.3452,0.3461
0.1548,0.3448,0.3416,0.3197
0.118,0.3205,0.3286,0.2723
0.1619,0.3049,0.35,0.2723
0.2327,0.3274,0.35,0.2977
0.327,0.3489,0.35,0.3329
0.3393,0.3452,0.35,0.3301
0.3448,0.3416,0.35,0.35
0.3205,0.3286,0.3481,0.3412
0.3049,0.35,0.3293,0.3091
0.3274,0.35,0.3459,0.3022
0.3489,0.35,0.35,0.2935
0.3452,0.35,0.3461,0.2889
0.3416,0.35,0.3197,0.287
0.3286,0.3481,0.2723,0.288
0.35,0.3293,0.2723,0.35
0.35,0.3459,0.2977,0.35
0.35,0.35,0.3329,0.35
0.35,0.3461,0.3301,0.35
0.35,0.3197,0.35,0.35
0.3481,0.2723,0.3412,0.3382
0.3293,0.2723,0.3091,0.3326
0.3459,0.2977,0.3022,0.3168
0.35,0.3329,0.2935,0.2873
0.3461,0.3301,0.2889,0.2977
0.3197,0.35,0.287,0.2858
0.2723,0.3412,0.288,0.2844
0.2723,0.3091,0.35,0.289
0.2977,0.3022,0.35,0.3095
0.3329,0.2935,0.35,0.3321
0.3301,0.2889,0.35,0.3194
0.35,0.287,0.35,0.3495
0.3412,0.288,0.3382,0.35
0.3091,0.35,0.3326,0.35
0.3022,0.35,0.3168,0.35
0.2935,0.35,0.2873,0.3312
0.2889,0.35,0.2977,0.2905
0.287,0.35,0.2858,0.2822
0.288,0.3382,0.2844,0.2822
0.35,0.3326,0.289,0.35
0.35,0.3168,0.3095,0.35
0.35,0.2873,0.3321,0.35
0.35,0.2977,0.3194,0.35
0.35,0.2858,0.3495,0.326
0.3382,0.2844,0.35,0.3063
0.3326,0.289,0.35,0.3174
0.3168,0.3095,0.35,0.3219
0.2873,0.3321,0.3312,0.2897
0.2977,0.3194,0.2905,0.35
0.2858,0.3495,0.2822,0.3087
0.2844,0.35,0.2822,0.2767
0.289,0.35,0.35,0.2597
0.3095,0.35,0.35,0.2666
0.3321,0.3312,0.35,0.2756
0.3194,0.2905,0.35,0.2658
0.3495,0.2822,0.326,0.3112
0.35,0.2822,0.3063,0.35
0.35,0.35,0.3174,0.3435
0.35,0.35,0.3219,0.3039
0.3312,0.35,0.2897,0.2861
0.2905,0.35,0.35,0.2798
0.2822,0.326,0.3087,0.2624
0.2822,0.3063,0.2767,0.2734
0.35,0.3174,0.2597,0.35
0.35,0.3219,0.2666,0.35
0.35,0.2897,0.2756,0.35
0.35,0.35,0.2658,0.35
0.326,0.3087,0.3112,0.3393
0.3063,0.2767,0.35,0.3382
0.3174,0.2597,0.3435,0.2955
0.3219,0.2666,0.3039,0.2723
0.2897,0.2756,0.2861,0.2536
0.35,0.2658,0.2798,0.2711
0.3087,0.3112,0.2624,0.2271
0.2767,0.35,0.2734,0.2271
0.2597,0.3435,0.35,0.228
0.2666,0.3039,0.35,0.3109
0.2756,0.2861,0.35,0.3363
0.2658,0.2798,0.35,0.3084
0.3112,0.2624,0.3393,0.35
0.35,0.2734,0.3382,0.35
0.3435,0.35,0.2955,0.3175
0.3039,0.35,0.2723,0.2822
0.2861,0.35,0.2536,0.2756
0.2798,0.35,0.2711,0.2194
0.2624,0.3393,0.2271,0.2214
0.2734,0.3382,0.2271,0.256
0.35,0.2955,0.228,0.35
0.35,0.2723,0.3109,0.35
0.35,0.2536,0.3363,0.35
0.35,0.2711,0.3084,0.35
0.3393,0.2271,0.35,0.3164
0.3382,0.2271,0.35,0.3131
0.2955,0.228,0.3175,0.2481
0.2723,0.3109,0.2822,0.3385
0.2536,0.3363,0.2756,0.2707
0.2711,0.3084,0.2194,0.2703
0.2271,0.35,0.2214,0.2514
0.2271,0.35,0.256,0.2558
0.228,0.3175,0.35,0.2866
0.3109,0.2822,0.35,0.3479
0.3363,0.2756,0.35,0.3426
0.3084,0.2194,0.35,0.3426
0.35,0.2214,0.3164,0.35
0.35,0.256,0.3131,0.35
0.3175,0.35,0.2481,0.3366
0.2822,0.35,0.3385,0.3418
0.2756,0.35,0.2707,0.3308
0.2194,0.35,0.2703,0.3196
0.2214,0.3164,0.2514,0.3331
0.256,0.3131,0.2558,0.3263
0.35,0.2481,0.2866,0.35
0.35,0.3385,0.3479,0.35
0.35,0.2707,0.3426,0.35
0.35,0.2703,0.3426,0.35
0.3164,0.2514,0.35,0.3484
0.3131,0.2558,0.35,0.337
0.2481,0.2866,0.3366,0.3293
0.3385,0.3479,0.3418,0.3116
0.2707,0.3426,0.3308,0.301
0.2703,0.3426,0.3196,0.3043
0.2514,0.35,0.3331,0.3022
0.2558,0.35,0.3263,0.2938
0.2866,0.3366,0.35,0.2455
0.3479,0.3418,0.35,0.2918
0.3426,0.3308,0.35,0.3313
0.3426,0.3196,0.35,0.35
0.35,0.3331,0.3484,0.35
0.35,0.3263,0.337,0.35
0.3366,0.35,0.3293,0.3181
0.3418,0.35,0.3116,0.2998
0.3308,0.35,0.301,0.2978
0.3196,0.35,0.3043,0.2582
0.3331,0.3484,0.3022,0.2538
0.3263,0.337,0.2938,0.2849
0.35,0.3293,0.2455,0.35
0.35,0.3116,0.2918,0.35
0.35,0.301,0.3313,0.35
0.35,0.3043,0.35,0.35
0.3484,0.3022,0.35,0.35
0.337,0.2938,0.35,0.3426
0.3293,0.2455,0.3181,0.3348
0.3116,0.2918,0.2998,0.35
0.301,0.3313,0.2978,0.35
0.3043,0.35,0.2582,0.35
0.3022,0.35,0.2538,0.2999
0.2938,0.35,0.2849,0.2646
0.2455,0.3181,0.35,0.2118
0.2918,0.2998,0.35,0.2624
0.3313,0.2978,0.35,0.3387
0.35,0.2582,0.35,0.347
0.35,0.2538,0.35,0.35
0.35,0.2849,0.3426,0.35
0.3181,0.35,0.3348,0.35
0.2998,0.35,0.35,0.35
0.2978,0.35,0.35,0.35
0.2582,0.35,0.35,0.35
0.2538,0.35,0.2999,0.3411
0.2849,0.3426,0.2646,0.3355
0.35,0.3348,0.2118,0.35
0.35,0.35,0.2624,0.35
0.35,0.35,0.3387,0.35
0.35,0.35,0.347,0.35
0.35,0.2999,0.35,0.3357
0.3426,0.2646,0.35,0.35
0.3348,0.2118,0.35,0.3348
